Days,Longitude,Latitude,Tilt,DNI,GHI
31,22.734621,45.163019,18,3.18,1.67
29,22.734621,45.163019,18,2.88,2.13
31,22.734621,45.163019,18,3.37,3.24
30,22.734621,45.163019,18,6.2,5.62
31,22.734621,45.163019,18,3.43,5.01
30,22.734621,45.163019,18,3.42,5.15
31,22.734621,45.163019,18,5.45,5.81
31,22.734621,45.163019,18,5.6,5.56
30,22.734621,45.163019,18,4.95,4.31
31,22.734621,45.163019,18,2.57,2.38
30,22.734621,45.163019,18,2.42,1.52
31,22.734621,45.163019,18,1.64,1.06
