Days,Longitude,Latitude,Tilt,DNI,GHI
31,25.736816,45.248407,18,3.15,1.71
29,25.736816,45.248407,18,2.87,2.25
31,25.736816,45.248407,18,3.34,3.36
30,25.736816,45.248407,18,6.21,5.67
31,25.736816,45.248407,18,3.29,5.04
30,25.736816,45.248407,18,3.52,5.45
31,25.736816,45.248407,18,5.16,5.88
31,25.736816,45.248407,18,5.9,5.69
30,25.736816,45.248407,18,5.18,4.34
31,25.736816,45.248407,18,2.56,2.43
30,25.736816,45.248407,18,2.56,1.59
31,25.736816,45.248407,18,1.56,1.01
